Year,Country,Region,Sex,Age Group,Applications
2021,Refugee,Other,Female,17 and under,8
2021,Refugee,Other,Female,18 to 24,1
2021,Refugee,Other,Female,25 to 39,4
2021,Refugee,Other,Female,40 and over,1
2021,Refugee,Other,Male,17 and under,17
2021,Refugee,Other,Male,25 to 39,1
2021,Refugee,Other,Female,25 to 39,2
2021,Refugee,Other,Female,40 and over,3
2021,Refugee,Other,Male,18 to 24,8
2021,Refugee,Other,Male,25 to 39,24
2021,Refugee,Other,Male,40 and over,10
2021,Refugee,Other,Male,17 and under,6
2021,Refugee,Other,Male,18 to 24,1
2021,Russia,Europe Other,Male,17 and under,1
2021,Russia,Europe Other,Female,40 and over,1
2021,Somalia,Africa Sub-Saharan,Male,18 to 24,6
2021,Somalia,Africa Sub-Saharan,Male,25 to 39,6
2021,Somalia,Africa Sub-Saharan,Male,17 and under,4
2021,Somalia,Africa Sub-Saharan,Male,25 to 39,1
2021,South Sudan,Africa Sub-Saharan,Male,18 to 24,9
2021,South Sudan,Africa Sub-Saharan,Male,25 to 39,8
2021,South Sudan,Africa Sub-Saharan,Male,17 and under,4
2021,Sri Lanka,Asia South,Male,18 to 24,3
2021,Sri Lanka,Asia South,Male,25 to 39,8
2021,Sri Lanka,Asia South,Male,40 and over,6
2021,Stateless,Other,Female,17 and under,23
2021,Stateless,Other,Female,18 to 24,1
2021,Stateless,Other,Female,25 to 39,9
2021,Stateless,Other,Female,40 and over,1
2021,Stateless,Other,Male,17 and under,22
2021,Stateless,Other,Female,25 to 39,6
2021,Stateless,Other,Female,40 and over,2
2021,Stateless,Other,Male,18 to 24,11
2021,Stateless,Other,Male,25 to 39,39
2021,Stateless,Other,Male,40 and over,15
2021,Stateless,Other,Male,17 and under,2
2021,Sudan,Africa North,Female,17 and under,1
2021,Sudan,Africa North,Female,18 to 24,1
2021,Sudan,Africa North,Male,17 and under,2
2021,Sudan,Africa North,Male,18 to 24,132
2021,Sudan,Africa North,Male,25 to 39,145
2021,Sudan,Africa North,Male,40 and over,5
2021,Sudan,Africa North,Male,17 and under,60
2021,Sudan,Africa North,Male,18 to 24,4
2021,Syria,Middle East,Female,17 and under,16
2021,Syria,Middle East,Female,25 to 39,4
2021,Syria,Middle East,Female,40 and over,1
2021,Syria,Middle East,Male,17 and under,12
2021,Syria,Middle East,Female,18 to 24,2
2021,Syria,Middle East,Female,25 to 39,5
2021,Syria,Middle East,Female,40 and over,2
2021,Syria,Middle East,Male,17 and under,5
2021,Syria,Middle East,Male,18 to 24,174
2021,Syria,Middle East,Male,25 to 39,137
2021,Syria,Middle East,Male,40 and over,30
2021,Syria,Middle East,Male,17 and under,39
2021,Syria,Middle East,Male,18 to 24,1
2021,Syria,Middle East,Male,25 to 39,1
2021,Tunisia,Africa North,Male,18 to 24,1
2021,Tunisia,Africa North,Male,40 and over,1
2021,Turkey,Europe Other,Male,18 to 24,1
2021,Turkey,Europe Other,Male,25 to 39,7
2021,Turkey,Europe Other,Male,40 and over,2
2021,Vietnam,Asia South East,Female,18 to 24,1
2021,Vietnam,Asia South East,Female,25 to 39,6
2021,Vietnam,Asia South East,Male,18 to 24,1
2021,Vietnam,Asia South East,Male,25 to 39,7
2021,Vietnam,Asia South East,Male,40 and over,1
2021,Vietnam,Asia South East,Female,18 to 24,34
2021,Vietnam,Asia South East,Female,25 to 39,51
2021,Vietnam,Asia South East,Female,40 and over,5
2021,Vietnam,Asia South East,Male,17 and under,7
2021,Vietnam,Asia South East,Male,18 to 24,242
2021,Vietnam,Asia South East,Male,25 to 39,292
2021,Vietnam,Asia South East,Male,40 and over,40
2021,Vietnam,Asia South East,Female,17 and under,3
2021,Vietnam,Asia South East,Male,17 and under,38
2021,Vietnam,Asia South East,Male,18 to 24,5
2021,Vietnam,Asia South East,Male,25 to 39,4
2021,Yemen,Middle East,Male,17 and under,1
2021,Yemen,Middle East,Male,18 to 24,6
2021,Yemen,Middle East,Male,25 to 39,9
2021,Yemen,Middle East,Male,40 and over,1
2021,Yemen,Middle East,Male,17 and under,2
2021,Afghanistan,Asia Central,Male,17 and under,1
2021,Afghanistan,Asia Central,Male,18 to 24,1
2021,Afghanistan,Asia Central,Male,25 to 39,1
2021,Chad,Africa Sub-Saharan,Male,25 to 39,1
2021,Eritrea,Africa Sub-Saharan,Female,17 and under,6
2021,Eritrea,Africa Sub-Saharan,Female,18 to 24,7
2021,Eritrea,Africa Sub-Saharan,Female,25 to 39,10
2021,Eritrea,Africa Sub-Saharan,Female,40 and over,1
2021,Eritrea,Africa Sub-Saharan,Male,17 and under,7
2021,Eritrea,Africa Sub-Saharan,Male,25 to 39,7
2021,Eritrea,Africa Sub-Saharan,Male,40 and over,1
2021,Ethiopia,Africa Sub-Saharan,Female,25 to 39,1
2021,Ethiopia,Africa Sub-Saharan,Male,25 to 39,2
2021,Ghana,Africa Sub-Saharan,Male,18 to 24,1
2021,Iran,Middle East,Male,17 and under,4
2021,Iran,Middle East,Male,18 to 24,1
2021,Iran,Middle East,Male,25 to 39,2
2021,Iraq,Middle East,Female,17 and under,4
2021,Iraq,Middle East,Female,25 to 39,1
2021,Iraq,Middle East,Male,17 and under,6
2021,Iraq,Middle East,Male,25 to 39,6
2021,Kuwait,Middle East,Female,17 and under,2
2021,Kuwait,Middle East,Male,17 and under,3
2021,Kuwait,Middle East,Male,40 and over,1
2021,Lebanon,Middle East,Male,25 to 39,1
2021,Stateless,Other,Male,17 and under,1
2021,Stateless,Other,Male,25 to 39,3
2021,Sudan,Africa North,Male,17 and under,1
2021,Sudan,Africa North,Male,18 to 24,1
2021,Sudan,Africa North,Male,25 to 39,4
2021,Syria,Middle East,Female,17 and under,1
2021,Syria,Middle East,Male,18 to 24,1
2021,Vietnam,Asia South East,Female,18 to 24,1
2021,Vietnam,Asia South East,Female,25 to 39,4
2021,Vietnam,Asia South East,Male,18 to 24,1
2021,Vietnam,Asia South East,Male,25 to 39,5
2021,Yemen,Middle East,Male,25 to 39,1
2021,Afghanistan,Asia Central,Female,17 and under,8
2021,Afghanistan,Asia Central,Female,18 to 24,1
2021,Afghanistan,Asia Central,Female,25 to 39,3
2021,Afghanistan,Asia Central,Female,40 and over,1
2021,Afghanistan,Asia Central,Male,17 and under,6
2021,Afghanistan,Asia Central,Female,17 and under,1
2021,Afghanistan,Asia Central,Female,18 to 24,1
2021,Afghanistan,Asia Central,Female,25 to 39,4
2021,Afghanistan,Asia Central,Male,17 and under,7
2021,Afghanistan,Asia Central,Male,18 to 24,133
2021,Afghanistan,Asia Central,Male,25 to 39,214
2021,Afghanistan,Asia Central,Male,40 and over,20
2021,Afghanistan,Asia Central,Female,17 and under,1
2021,Afghanistan,Asia Central,Male,17 and under,143
2021,Afghanistan,Asia Central,Male,18 to 24,1
2021,Albania,Europe Other,Female,17 and under,2
2021,Albania,Europe Other,Male,17 and under,2
2021,Albania,Europe Other,Female,25 to 39,2
2021,Albania,Europe Other,Male,18 to 24,94
2021,Albania,Europe Other,Male,25 to 39,108
2021,Albania,Europe Other,Male,40 and over,12
2021,Albania,Europe Other,Male,17 and under,6
2021,Algeria,Africa North,Male,18 to 24,19
2021,Algeria,Africa North,Male,25 to 39,22
2021,Algeria,Africa North,Male,40 and over,1
2021,Algeria,Africa North,Male,17 and under,1
2021,Bangladesh,Asia South,Male,18 to 24,1
2021,Bangladesh,Asia South,Male,25 to 39,1
2021,Burkina,Africa Sub-Saharan,Male,18 to 24,1
2021,Cameroon,Africa Sub-Saharan,Male,25 to 39,1
2021,Chad,Africa Sub-Saharan,Male,18 to 24,5
2021,Chad,Africa Sub-Saharan,Male,25 to 39,4
2021,Chad,Africa Sub-Saharan,Male,17 and under,4
2021,Djibouti,Africa Sub-Saharan,Male,17 and under,1
2021,Djibouti,Africa Sub-Saharan,Female,25 to 39,1
2021,Dominica,America Central and South,Male,18 to 24,1
2021,Egypt,Africa North,Male,18 to 24,45
2021,Egypt,Africa North,Male,25 to 39,59
2021,Egypt,Africa North,Male,40 and over,8
2021,Egypt,Africa North,Male,17 and under,9
2021,Eritrea,Africa Sub-Saharan,Female,17 and under,43
2021,Eritrea,Africa Sub-Saharan,Female,18 to 24,6
2021,Eritrea,Africa Sub-Saharan,Female,25 to 39,11
2021,Eritrea,Africa Sub-Saharan,Male,17 and under,60
2021,Eritrea,Africa Sub-Saharan,Male,18 to 24,3
2021,Eritrea,Africa Sub-Saharan,Male,25 to 39,3
2021,Eritrea,Africa Sub-Saharan,Male,40 and over,1
2021,Eritrea,Africa Sub-Saharan,Female,17 and under,1
2021,Eritrea,Africa Sub-Saharan,Female,18 to 24,63
2021,Eritrea,Africa Sub-Saharan,Female,25 to 39,126
2021,Eritrea,Africa Sub-Saharan,Female,40 and over,10
2021,Eritrea,Africa Sub-Saharan,Male,17 and under,5
2021,Eritrea,Africa Sub-Saharan,Male,18 to 24,386
2021,Eritrea,Africa Sub-Saharan,Male,25 to 39,804
2021,Eritrea,Africa Sub-Saharan,Male,40 and over,51
2021,Eritrea,Africa Sub-Saharan,Female,17 and under,23
2021,Eritrea,Africa Sub-Saharan,Female,18 to 24,1
2021,Eritrea,Africa Sub-Saharan,Male,17 and under,61
2021,Eritrea,Africa Sub-Saharan,Male,18 to 24,4
2021,Eritrea,Africa Sub-Saharan,Male,25 to 39,1
2021,Ethiopia,Africa Sub-Saharan,Female,17 and under,19
2021,Ethiopia,Africa Sub-Saharan,Female,18 to 24,3
2021,Ethiopia,Africa Sub-Saharan,Female,25 to 39,11
2021,Ethiopia,Africa Sub-Saharan,Male,17 and under,12
2021,Ethiopia,Africa Sub-Saharan,Male,18 to 24,1
2021,Ethiopia,Africa Sub-Saharan,Female,18 to 24,9
2021,Ethiopia,Africa Sub-Saharan,Female,25 to 39,14
2021,Ethiopia,Africa Sub-Saharan,Male,17 and under,1
2021,Ethiopia,Africa Sub-Saharan,Male,18 to 24,68
2021,Ethiopia,Africa Sub-Saharan,Male,25 to 39,124
2021,Ethiopia,Africa Sub-Saharan,Male,40 and over,3
2021,Ethiopia,Africa Sub-Saharan,Female,17 and under,5
2021,Ethiopia,Africa Sub-Saharan,Male,17 and under,11
2021,Gambia,Africa Sub-Saharan,Male,18 to 24,1
2021,Gambia,Africa Sub-Saharan,Male,25 to 39,1
2021,Gambia,Africa Sub-Saharan,Male,17 and under,1
2021,Gambia,Africa Sub-Saharan,Male,18 to 24,1
2021,Ghana,Africa Sub-Saharan,Male,18 to 24,2
2021,Guinea,Africa Sub-Saharan,Male,18 to 24,4
2021,Guinea,Africa Sub-Saharan,Male,25 to 39,3
2021,Guinea,Africa Sub-Saharan,Male,17 and under,2
2021,Guinea Bissau,Africa Sub-Saharan,Male,18 to 24,1
2021,India,Asia South,Male,25 to 39,2
2021,India,Asia South,Male,40 and over,8
2021,Iran,Middle East,Female,17 and under,30
2021,Iran,Middle East,Female,18 to 24,4
2021,Iran,Middle East,Female,25 to 39,26
2021,Iran,Middle East,Female,40 and over,8
2021,Iran,Middle East,Male,17 and under,31
2021,Iran,Middle East,Male,25 to 39,2
2021,Iran,Middle East,Male,40 and over,4
2021,Iran,Middle East,Female,17 and under,2
2021,Iran,Middle East,Female,18 to 24,5
2021,Iran,Middle East,Female,25 to 39,48
2021,Iran,Middle East,Female,40 and over,14
2021,Iran,Middle East,Male,17 and under,24
2021,Iran,Middle East,Male,18 to 24,978
2021,Iran,Middle East,Male,25 to 39,1072
2021,Iran,Middle East,Male,40 and over,138
2021,Iran,Middle East,Unknown,25 to 39,1
2021,Iran,Middle East,Female,17 and under,2
2021,Iran,Middle East,Male,17 and under,429
2021,Iran,Middle East,Male,18 to 24,9
2021,Iran,Middle East,Male,25 to 39,7
2021,Iraq,Middle East,Female,17 and under,81
2021,Iraq,Middle East,Female,18 to 24,12
2021,Iraq,Middle East,Female,25 to 39,45
2021,Iraq,Middle East,Female,40 and over,7
2021,Iraq,Middle East,Male,17 and under,95
2021,Iraq,Middle East,Male,18 to 24,2
2021,Iraq,Middle East,Male,25 to 39,8
2021,Iraq,Middle East,Male,40 and over,3
2021,Iraq,Middle East,Female,17 and under,1
2021,Iraq,Middle East,Female,18 to 24,9
2021,Iraq,Middle East,Female,25 to 39,28
2021,Iraq,Middle East,Female,40 and over,18
2021,Iraq,Middle East,Male,17 and under,6
2021,Iraq,Middle East,Male,18 to 24,525
2021,Iraq,Middle East,Male,25 to 39,546
2021,Iraq,Middle East,Male,40 and over,52
2021,Iraq,Middle East,Unknown,25 to 39,1
2021,Iraq,Middle East,Female,17 and under,1
2021,Iraq,Middle East,Male,17 and under,94
2021,Iraq,Middle East,Male,18 to 24,2
2021,Iraq,Middle East,Male,25 to 39,3
2021,Ivory Coast,Africa Sub-Saharan,Male,25 to 39,2
2021,Ivory Coast,Africa Sub-Saharan,Male,17 and under,2
2021,Jordan,Middle East,Male,25 to 39,1
2021,Kuwait,Middle East,Female,17 and under,16
2021,Kuwait,Middle East,Female,18 to 24,1
2021,Kuwait,Middle East,Female,25 to 39,6
2021,Kuwait,Middle East,Female,40 and over,3
2021,Kuwait,Middle East,Male,17 and under,18
2021,Kuwait,Middle East,Male,18 to 24,1
2021,Kuwait,Middle East,Female,25 to 39,3
2021,Kuwait,Middle East,Female,40 and over,5
2021,Kuwait,Middle East,Male,17 and under,2
2021,Kuwait,Middle East,Male,18 to 24,23
2021,Kuwait,Middle East,Male,25 to 39,85
2021,Kuwait,Middle East,Male,40 and over,35
2021,Kuwait,Middle East,Male,17 and under,1
2021,Lebanon,Middle East,Male,25 to 39,1
2021,Libya,Africa North,Female,25 to 39,1
2021,Libya,Africa North,Female,40 and over,1
2021,Libya,Africa North,Male,18 to 24,14
2021,Libya,Africa North,Male,25 to 39,51
2021,Libya,Africa North,Male,40 and over,3
2021,Libya,Africa North,Male,17 and under,3
2021,Mali,Africa Sub-Saharan,Male,18 to 24,4
2021,Mali,Africa Sub-Saharan,Male,25 to 39,4
2021,Mauritania,Africa North,Male,25 to 39,1
2021,Mauritania,Africa North,Male,40 and over,1
2021,Morocco,Africa North,Male,18 to 24,4
2021,Morocco,Africa North,Male,25 to 39,4
2021,Morocco,Africa North,Male,40 and over,1
2021,Morocco,Africa North,Male,17 and under,1
2021,Niger,Africa Sub-Saharan,Male,18 to 24,2
2021,Niger,Africa Sub-Saharan,Male,40 and over,1
2021,Nigeria,Africa Sub-Saharan,Male,18 to 24,3
2021,Nigeria,Africa Sub-Saharan,Male,25 to 39,2
2021,Occupied Palestinian Territories,Middle East,Female,17 and under,1
2021,Occupied Palestinian Territories,Middle East,Male,17 and under,3
2021,Occupied Palestinian Territories,Middle East,Male,18 to 24,14
2021,Occupied Palestinian Territories,Middle East,Male,25 to 39,32
2021,Occupied Palestinian Territories,Middle East,Male,40 and over,3
2021,Other and unknown,Other,Male,18 to 24,5
2021,Other and unknown,Other,Male,25 to 39,1
2021,Pakistan,Asia South,Male,18 to 24,18
2021,Pakistan,Asia South,Male,25 to 39,43
2021,Pakistan,Asia South,Male,40 and over,11
2021,Refugee,Other,Female,17 and under,9
2021,Refugee,Other,Female,18 to 24,1
2021,Refugee,Other,Female,25 to 39,2
2021,Refugee,Other,Female,40 and over,1
2021,Refugee,Other,Male,17 and under,11
2021,Refugee,Other,Female,18 to 24,1
2021,Refugee,Other,Female,40 and over,1
2021,Refugee,Other,Male,17 and under,2
2021,Refugee,Other,Male,18 to 24,7
2021,Refugee,Other,Male,25 to 39,21
2021,Refugee,Other,Male,40 and over,8
2021,Refugee,Other,Female,17 and under,1
2021,Refugee,Other,Male,17 and under,7
2021,Saudi Arabia,Middle East,Male,25 to 39,1
2021,Senegal,Africa Sub-Saharan,Male,18 to 24,1
2021,Senegal,Africa Sub-Saharan,Male,25 to 39,1
2021,Senegal,Africa Sub-Saharan,Male,17 and under,1
2021,Somalia,Africa Sub-Saharan,Female,18 to 24,1
2021,Somalia,Africa Sub-Saharan,Male,17 and under,1
2021,Somalia,Africa Sub-Saharan,Female,18 to 24,3
2021,Somalia,Africa Sub-Saharan,Female,25 to 39,3
2021,Somalia,Africa Sub-Saharan,Male,18 to 24,63
2021,Somalia,Africa Sub-Saharan,Male,25 to 39,66
2021,Somalia,Africa Sub-Saharan,Male,40 and over,3
2021,Somalia,Africa Sub-Saharan,Female,17 and under,3
2021,Somalia,Africa Sub-Saharan,Male,17 and under,16
2021,South Sudan,Africa Sub-Saharan,Male,18 to 24,15
2021,South Sudan,Africa Sub-Saharan,Male,25 to 39,8
2021,South Sudan,Africa Sub-Saharan,Male,17 and under,4
2021,Sri Lanka,Asia South,Male,18 to 24,6
2021,Sri Lanka,Asia South,Male,25 to 39,28
2021,Sri Lanka,Asia South,Male,40 and over,6
2021,Stateless,Other,Female,17 and under,21
2021,Stateless,Other,Female,25 to 39,5
2021,Stateless,Other,Female,40 and over,2
2021,Stateless,Other,Male,17 and under,19
2021,Stateless,Other,Male,25 to 39,1
2021,Stateless,Other,Female,17 and under,1
2021,Stateless,Other,Female,18 to 24,3
2021,Stateless,Other,Female,25 to 39,4
2021,Stateless,Other,Female,40 and over,5
2021,Stateless,Other,Male,17 and under,1
2021,Stateless,Other,Male,18 to 24,22
2021,Stateless,Other,Male,25 to 39,32
2021,Stateless,Other,Male,40 and over,4
2021,Stateless,Other,Male,17 and under,1
2021,Sudan,Africa North,Female,17 and under,2
2021,Sudan,Africa North,Male,17 and under,3
2021,Sudan,Africa North,Female,25 to 39,3
2021,Sudan,Africa North,Male,17 and under,5
2021,Sudan,Africa North,Male,18 to 24,130
2021,Sudan,Africa North,Male,25 to 39,158
2021,Sudan,Africa North,Male,40 and over,15
2021,Sudan,Africa North,Male,17 and under,54
2021,Sudan,Africa North,Male,18 to 24,1
2021,Sudan,Africa North,Male,25 to 39,1
2021,Syria,Middle East,Female,17 and under,4
2021,Syria,Middle East,Female,18 to 24,2
2021,Syria,Middle East,Female,25 to 39,1
2021,Syria,Middle East,Male,17 and under,6
2021,Syria,Middle East,Female,18 to 24,1
2021,Syria,Middle East,Female,25 to 39,2
2021,Syria,Middle East,Female,40 and over,1
2021,Syria,Middle East,Male,17 and under,5
2021,Syria,Middle East,Male,18 to 24,273
2021,Syria,Middle East,Male,25 to 39,261
2021,Syria,Middle East,Male,40 and over,45
2021,Syria,Middle East,Male,17 and under,66
2021,Syria,Middle East,Male,18 to 24,1
2021,Tunisia,Africa North,Male,25 to 39,2
2021,Turkey,Europe Other,Female,25 to 39,2
2021,Turkey,Europe Other,Male,18 to 24,8
2021,Turkey,Europe Other,Male,25 to 39,11
2021,Turkey,Europe Other,Male,40 and over,2
2021,Vietnam,Asia South East,Female,18 to 24,1
2021,Vietnam,Asia South East,Female,25 to 39,4
2021,Vietnam,Asia South East,Male,17 and under,1
2021,Vietnam,Asia South East,Male,18 to 24,2
2021,Vietnam,Asia South East,Male,25 to 39,1
2021,Vietnam,Asia South East,Female,18 to 24,10
2021,Vietnam,Asia South East,Female,25 to 39,7
2021,Vietnam,Asia South East,Male,17 and under,1
2021,Vietnam,Asia South East,Male,18 to 24,73
2021,Vietnam,Asia South East,Male,25 to 39,159
2021,Vietnam,Asia South East,Male,40 and over,24
2021,Vietnam,Asia South East,Female,17 and under,1
2021,Vietnam,Asia South East,Male,17 and under,13
2021,Vietnam,Asia South East,Male,18 to 24,4
2021,Western Sahara,Africa North,Male,40 and over,1
2021,Yemen,Middle East,Female,18 to 24,4
2021,Yemen,Middle East,Female,25 to 39,1
2021,Yemen,Middle East,Male,18 to 24,12
2021,Yemen,Middle East,Male,25 to 39,25
2021,Yemen,Middle East,Male,40 and over,7
2021,Yemen,Middle East,Male,17 and under,2
2021,Afghanistan,Asia Central,Female,17 and under,9
2021,Afghanistan,Asia Central,Female,18 to 24,3
2021,Afghanistan,Asia Central,Female,25 to 39,5
2021,Afghanistan,Asia Central,Female,40 and over,1
2021,Afghanistan,Asia Central,Male,17 and under,14
2021,Afghanistan,Asia Central,Male,18 to 24,7
2021,Afghanistan,Asia Central,Male,25 to 39,17
2021,Afghanistan,Asia Central,Male,40 and over,4
2021,Afghanistan,Asia Central,Unknown,17 and under,1
2021,Albania,Europe Other,Male,18 to 24,5
2021,Albania,Europe Other,Male,25 to 39,10
2021,Algeria,Africa North,Female,25 to 39,1
2021,Brazil,America Central and South,Male,25 to 39,2
2021,Chad,Africa Sub-Saharan,Male,17 and under,1
2021,Egypt,Africa North,Male,17 and under,2
2021,Egypt,Africa North,Male,18 to 24,3
2021,Egypt,Africa North,Male,25 to 39,1
2021,Egypt,Africa North,Male,40 and over,1
2021,Eritrea,Africa Sub-Saharan,Female,17 and under,31
2021,Eritrea,Africa Sub-Saharan,Female,18 to 24,38
2021,Eritrea,Africa Sub-Saharan,Female,25 to 39,62
2021,Eritrea,Africa Sub-Saharan,Female,40 and over,6
2021,Eritrea,Africa Sub-Saharan,Male,17 and under,41
2021,Eritrea,Africa Sub-Saharan,Male,18 to 24,19
2021,Eritrea,Africa Sub-Saharan,Male,25 to 39,36
2021,Eritrea,Africa Sub-Saharan,Male,40 and over,3
2021,Ethiopia,Africa Sub-Saharan,Female,17 and under,12
2021,Ethiopia,Africa Sub-Saharan,Female,18 to 24,5
2021,Ethiopia,Africa Sub-Saharan,Female,25 to 39,15
2021,Ethiopia,Africa Sub-Saharan,Male,17 and under,10
2021,Ethiopia,Africa Sub-Saharan,Male,18 to 24,7
2021,Ethiopia,Africa Sub-Saharan,Male,25 to 39,14
2021,Ethiopia,Africa Sub-Saharan,Male,40 and over,1
2021,Ethiopia,Africa Sub-Saharan,Unknown,25 to 39,1
2021,Gambia,Africa Sub-Saharan,Male,25 to 39,2
2021,Guinea,Africa Sub-Saharan,Male,25 to 39,1
2021,India,Asia South,Female,25 to 39,2
2021,India,Asia South,Male,17 and under,1
2021,Iran,Middle East,Female,17 and under,17
2021,Iran,Middle East,Female,18 to 24,14
2021,Iran,Middle East,Female,25 to 39,49
2021,Iran,Middle East,Female,40 and over,14
2021,Iran,Middle East,Male,17 and under,43
2021,Iran,Middle East,Male,18 to 24,49
2021,Iran,Middle East,Male,25 to 39,74
2021,Iran,Middle East,Male,40 and over,16
2021,Iraq,Middle East,Female,17 and under,45
2021,Iraq,Middle East,Female,18 to 24,16
2021,Iraq,Middle East,Female,25 to 39,58
2021,Iraq,Middle East,Female,40 and over,17
2021,Iraq,Middle East,Male,17 and under,70
2021,Iraq,Middle East,Male,18 to 24,20
2021,Iraq,Middle East,Male,25 to 39,66
2021,Iraq,Middle East,Male,40 and over,18
2021,Iraq,Middle East,Unknown,17 and under,3
2021,Kuwait,Middle East,Female,17 and under,28
2021,Kuwait,Middle East,Female,18 to 24,2
2021,Kuwait,Middle East,Female,25 to 39,8
2021,Kuwait,Middle East,Female,40 and over,6
2021,Kuwait,Middle East,Male,17 and under,32
2021,Kuwait,Middle East,Male,18 to 24,3
2021,Kuwait,Middle East,Male,25 to 39,10
2021,Kuwait,Middle East,Male,40 and over,11
2021,Libya,Africa North,Male,18 to 24,2
2021,Libya,Africa North,Male,25 to 39,5
2021,Occupied Palestinian Territories,Middle East,Female,25 to 39,1
2021,Occupied Palestinian Territories,Middle East,Male,25 to 39,2
2021,Pakistan,Asia South,Male,25 to 39,3
2021,Refugee,Other,Female,17 and under,10
2021,Refugee,Other,Female,18 to 24,1
2021,Refugee,Other,Female,40 and over,5
2021,Refugee,Other,Male,17 and under,7
2021,Refugee,Other,Male,18 to 24,2
2021,Refugee,Other,Male,25 to 39,4
2021,Refugee,Other,Male,40 and over,6
2021,Somalia,Africa Sub-Saharan,Female,17 and under,1
2021,Somalia,Africa Sub-Saharan,Female,18 to 24,3
2021,Somalia,Africa Sub-Saharan,Female,25 to 39,5
2021,Somalia,Africa Sub-Saharan,Female,40 and over,2
2021,Somalia,Africa Sub-Saharan,Male,18 to 24,5
2021,Somalia,Africa Sub-Saharan,Male,25 to 39,6
2021,South Africa,Africa Sub-Saharan,Female,40 and over,1
2021,South Sudan,Africa Sub-Saharan,Male,25 to 39,1
2021,Sri Lanka,Asia South,Male,18 to 24,1
2021,Sri Lanka,Asia South,Male,25 to 39,1
2021,Sri Lanka,Asia South,Male,40 and over,1
2021,Stateless,Other,Female,17 and under,22
2021,Stateless,Other,Female,25 to 39,6
2021,Stateless,Other,Female,40 and over,9
2021,Stateless,Other,Male,17 and under,17
2021,Stateless,Other,Male,18 to 24,1
2021,Stateless,Other,Male,25 to 39,6
2021,Stateless,Other,Male,40 and over,8
2021,Sudan,Africa North,Male,17 and under,6
2021,Sudan,Africa North,Male,18 to 24,10
2021,Sudan,Africa North,Male,25 to 39,9
2021,Sudan,Africa North,Male,40 and over,2
2021,Syria,Middle East,Female,17 and under,4
2021,Syria,Middle East,Female,18 to 24,2
2021,Syria,Middle East,Female,25 to 39,8
2021,Syria,Middle East,Male,17 and under,15
2021,Syria,Middle East,Male,18 to 24,21
2021,Syria,Middle East,Male,25 to 39,39
2021,Syria,Middle East,Male,40 and over,5
2021,Turkey,Europe Other,Male,17 and under,1
2021,United Arab Emirates,Middle East,Male,25 to 39,1
2021,Vietnam,Asia South East,Female,18 to 24,4
2021,Vietnam,Asia South East,Female,25 to 39,9
2021,Vietnam,Asia South East,Female,40 and over,1
2021,Vietnam,Asia South East,Male,17 and under,2
2021,Vietnam,Asia South East,Male,18 to 24,4
2021,Vietnam,Asia South East,Male,25 to 39,17
2021,Vietnam,Asia South East,Male,40 and over,1
2021,Yemen,Middle East,Female,25 to 39,1
2021,Yemen,Middle East,Male,17 and under,1
2021,Yemen,Middle East,Male,40 and over,1
2021,Afghanistan,Asia Central,Female,17 and under,4
2021,Afghanistan,Asia Central,Female,25 to 39,1
2021,Afghanistan,Asia Central,Male,17 and under,6
2021,Afghanistan,Asia Central,Female,18 to 24,2
2021,Afghanistan,Asia Central,Female,25 to 39,3
2021,Afghanistan,Asia Central,Female,40 and over,1
2021,Afghanistan,Asia Central,Male,17 and under,4
2021,Afghanistan,Asia Central,Male,18 to 24,172
2021,Afghanistan,Asia Central,Male,25 to 39,195
2021,Afghanistan,Asia Central,Male,40 and over,16
2021,Afghanistan,Asia Central,Male,17 and under,150
2021,Afghanistan,Asia Central,Male,18 to 24,8
2021,Afghanistan,Asia Central,Male,25 to 39,3
2021,Albania,Europe Other,Female,17 and under,1
2021,Albania,Europe Other,Female,25 to 39,1
2021,Albania,Europe Other,Male,17 and under,3
2021,Albania,Europe Other,Female,25 to 39,1
2021,Albania,Europe Other,Female,40 and over,2
2021,Albania,Europe Other,Male,18 to 24,240
2021,Albania,Europe Other,Male,25 to 39,238
2021,Albania,Europe Other,Male,40 and over,31
2021,Albania,Europe Other,Unknown,25 to 39,1
2021,Albania,Europe Other,Male,17 and under,12
2021,Algeria,Africa North,Male,18 to 24,10
2021,Algeria,Africa North,Male,25 to 39,40
2021,Algeria,Africa North,Male,40 and over,2
2021,Algeria,Africa North,Male,17 and under,1
2021,Bangladesh,Asia South,Male,18 to 24,1
2021,Chad,Africa Sub-Saharan,Male,18 to 24,3
2021,Chad,Africa Sub-Saharan,Male,25 to 39,4
2021,Chad,Africa Sub-Saharan,Male,17 and under,5
2021,China,Asia East,Male,18 to 24,3
2021,China,Asia East,Male,25 to 39,1
2021,China,Asia East,Male,40 and over,2
2021,China,Asia East,Unknown,40 and over,1
2021,Egypt,Africa North,Male,18 to 24,64
2021,Egypt,Africa North,Male,25 to 39,81
2021,Egypt,Africa North,Male,40 and over,12
2021,Egypt,Africa North,Male,17 and under,28
2021,Eritrea,Africa Sub-Saharan,Female,17 and under,3
2021,Eritrea,Africa Sub-Saharan,Female,18 to 24,2
2021,Eritrea,Africa Sub-Saharan,Female,25 to 39,1
2021,Eritrea,Africa Sub-Saharan,Male,17 and under,6
2021,Eritrea,Africa Sub-Saharan,Male,25 to 39,1
